id,First_pokemon,Second_pokemon,Winner
7804,651,328,328
7805,760,700,700
7806,800,132,132
7807,780,107,780
7808,733,536,536
7809,64,359,359
7810,457,486,486
7811,456,188,456
7812,573,284,284
7813,464,9,9
7814,459,16,16
7815,166,723,166
7816,700,292,700
7817,712,421,421
7818,431,401,431
7819,19,172,172
7820,258,186,186
7821,292,682,682
7822,720,578,720
7823,332,271,271
7824,600,503,503
7825,347,381,347
7826,83,130,130
7827,488,681,681
7828,291,469,469
7829,701,185,701
7830,673,631,631
7831,196,132,132
7832,624,578,624
7833,475,569,475
7834,64,14,64
7835,306,518,518
7836,720,744,744
7837,331,641,641
7838,491,143,143
7839,614,237,614
7840,421,117,421
7841,790,346,346
7842,452,471,452
7843,437,53,437
7844,454,192,192
7845,689,314,314
7846,423,700,700
7847,513,86,513
7848,348,176,348
7849,345,336,336
7850,169,498,498
7851,38,680,38
7852,44,279,44
7853,58,459,58
7854,620,131,131
7855,48,413,413
7856,369,13,13
7857,319,369,369
7858,632,742,742
7859,45,483,45
7860,761,85,85
7861,314,311,314
7862,255,464,464
7863,129,103,103
7864,609,202,202
7865,476,305,476
7866,443,178,443
7867,529,473,473
7868,504,225,225
7869,390,475,475
7870,291,256,291
7871,17,487,487
7872,272,707,272
7873,72,685,685
7874,584,542,542
7875,427,743,427
7876,369,637,369
7877,654,713,713
7878,790,324,324
7879,392,728,392
7880,70,591,70
7881,800,280,280
7882,174,540,540
7883,51,165,165
7884,589,796,589
7885,659,237,237
7886,168,309,309
7887,166,559,166
7888,645,458,645
7889,366,483,366
7890,484,696,484
7891,451,581,581
7892,630,717,717
7893,624,410,410
7894,800,107,800
7895,447,222,222
7896,517,725,725
7897,729,149,729
7898,463,469,469
7899,154,608,154
7900,244,500,244
7901,477,133,477
7902,760,391,760
7903,740,364,740
7904,508,284,508
7905,231,547,547
7906,611,547,611
7907,518,774,518
7908,732,27,732
7909,520,378,520
7910,383,134,134
7911,260,215,215
7912,587,248,248
7913,296,74,296
7914,68,107,68
7915,166,237,166
7916,710,327,710
7917,161,304,161
7918,200,88,200
7919,70,430,430
7920,447,523,523
7921,623,245,623
7922,182,456,456
7923,162,209,209
7924,449,239,239
7925,553,681,553
7926,64,246,246
7927,670,224,670
7928,510,794,794
7929,293,295,293
7930,411,127,127
7931,101,715,715
7932,139,663,139
7933,7,293,7
7934,573,152,573
7935,9,82,9
7936,716,320,716
7937,731,671,731
7938,94,723,723
7939,313,679,679
7940,261,422,261
7941,181,388,181
7942,715,320,715
7943,783,640,783
7944,84,287,84
7945,775,318,775
7946,125,324,125
7947,441,763,441
7948,522,688,522
7949,351,198,351
7950,511,23,23
7951,343,676,343
7952,309,497,497
7953,583,537,583
7954,692,393,692
7955,399,214,214
7956,206,37,206
7957,604,610,610
7958,404,345,345
7959,270,431,270
7960,553,126,553
7961,594,764,764
7962,326,790,326
7963,123,631,631
7964,554,374,554
7965,57,41,57
7966,127,735,735
7967,694,432,432
7968,588,510,588
7969,567,575,575
7970,464,116,116
7971,331,94,94
7972,517,10,517
7973,470,313,313
7974,727,678,727
7975,367,173,367
7976,439,232,232
7977,763,129,129
7978,444,441,444
7979,222,11,11
7980,767,307,307
7981,306,163,163
7982,121,630,121
7983,518,669,518
7984,207,224,224
7985,494,586,494
7986,81,362,362
7987,604,758,758
7988,382,648,648
7989,519,514,519
7990,40,341,341
7991,200,45,200
7992,263,456,263
7993,531,313,313
7994,101,590,590
7995,276,603,276
7996,340,184,340
7997,300,769,300
7998,545,484,545
7999,243,296,296
8000,503,62,503
8001,207,721,721
8002,29,113,29
8003,753,105,105
8004,107,241,107
8005,451,299,299
8006,567,294,567
8007,619,452,452
8008,670,344,344
8009,689,347,689
8010,219,540,540
8011,741,247,247
8012,780,541,541
8013,54,214,214
8014,541,432,432
8015,453,281,453
8016,79,518,518
8017,146,739,146
8018,51,20,20
8019,118,674,674
8020,797,411,797
8021,278,64,64
8022,662,3,3
8023,311,624,311
8024,729,308,729
8025,76,627,76
8026,465,180,465
8027,535,158,158
8028,611,460,611
8029,762,799,799
8030,684,73,73
8031,237,259,259
8032,584,329,329
8033,210,711,711
8034,520,371,520
8035,612,424,424
8036,739,450,450
8037,610,276,276
8038,773,774,773
8039,433,240,240
8040,498,134,134
8041,63,138,138
8042,677,632,677
8043,795,493,795
8044,482,718,718
8045,797,547,797
8046,146,660,660
8047,242,73,242
8048,215,420,420
8049,213,18,213
8050,606,141,606
8051,127,478,478
8052,64,334,64
8053,598,450,598
8054,453,708,708
8055,429,764,429
8056,50,527,527
8057,378,485,485
8058,317,291,291
8059,538,648,648
8060,532,117,117
8061,499,716,499
8062,138,667,138
8063,194,594,594
8064,783,331,783
8065,528,177,528
8066,497,43,43
8067,582,654,654
8068,388,550,550
8069,361,283,361
8070,278,327,327
8071,71,706,71
8072,334,38,38
8073,647,645,647
8074,92,182,92
8075,420,606,606
8076,350,550,550
8077,290,36,36
8078,281,70,70
8079,95,37,37
8080,531,613,531
8081,177,765,177
8082,507,290,507
8083,446,601,446
8084,542,278,542
8085,195,643,643
8086,698,449,698
8087,776,542,542
8088,344,459,344
8089,67,555,67
8090,175,514,175
8091,158,513,513
8092,536,791,536
8093,579,668,579
8094,316,522,316
8095,460,366,366
8096,497,31,31
8097,719,73,719
8098,719,741,741
8099,664,500,500
8100,74,136,136
8101,68,549,549
8102,691,118,691
8103,105,599,599
8104,546,325,325
8105,188,502,502
8106,497,146,146
8107,153,471,153
8108,111,591,591
8109,134,724,724
8110,25,584,584
8111,509,482,509
8112,509,196,196
8113,546,85,85
8114,624,526,526
8115,247,202,202
8116,761,122,761
8117,203,405,405
8118,513,776,513
8119,387,776,387
8120,690,242,690
8121,416,759,759
8122,394,514,394
8123,603,799,603
8124,594,511,511
8125,135,252,252
8126,628,257,257
8127,378,743,743
8128,520,446,520
8129,713,426,426
8130,792,222,792
8131,297,58,58
8132,32,762,32
8133,735,715,715
8134,95,541,541
8135,86,575,86
8136,542,319,542
8137,53,742,742
8138,667,59,59
8139,755,210,755
8140,256,473,473
8141,751,295,751
8142,352,212,212
8143,215,397,397
8144,598,477,477
8145,252,587,587
8146,431,151,431
8147,467,535,467
8148,312,53,53
8149,513,157,513
8150,256,259,259
8151,17,115,115
8152,747,303,747
8153,398,87,398
8154,518,693,518
8155,69,757,757
8156,332,682,682
8157,114,154,154
8158,72,57,72
8159,432,248,248
8160,763,24,24
8161,587,523,587
8162,171,294,171
8163,274,84,274
8164,625,227,227
8165,423,72,423
8166,159,381,159
8167,415,80,80
8168,384,293,384
8169,798,397,397
8170,307,667,307
8171,748,640,748
8172,542,468,542
8173,462,205,205
8174,358,374,358
8175,742,423,423
8176,18,306,306
8177,660,500,500
8178,228,71,71
8179,436,106,106
8180,663,667,663
8181,529,614,614
8182,630,95,95
8183,81,418,418
8184,314,563,314
8185,29,261,261
8186,63,620,63
8187,667,132,132
8188,744,266,744
8189,497,67,67
8190,593,451,451
8191,214,370,214
8192,706,738,706
8193,405,217,405
8194,434,243,243
8195,772,318,772
8196,430,415,430
8197,307,137,307
8198,28,546,546
8199,162,164,164
8200,73,197,197
8201,774,543,543
8202,194,719,719
8203,472,292,472
8204,762,345,345
8205,525,344,344
8206,794,83,794
8207,115,526,526
8208,137,684,684
8209,623,472,472
8210,309,36,309
8211,135,685,685
8212,169,710,710
8213,606,797,606
8214,150,253,253
8215,736,448,736
8216,535,785,535
8217,376,146,146
8218,690,309,690
8219,702,724,702
8220,26,399,26
8221,542,77,542
8222,362,794,362
8223,319,708,708
8224,709,569,709
8225,363,447,363
8226,710,567,710
8227,282,693,693
8228,304,553,553
8229,157,685,157
8230,660,177,177
8231,118,641,118
8232,727,216,727
8233,389,263,263
8234,725,205,205
8235,258,420,420
8236,563,247,563
8237,730,577,730
8238,558,259,259
8239,254,677,677
8240,130,238,130
8241,628,792,792
8242,564,386,386
8243,753,739,739
8244,315,401,401
8245,574,380,574
8246,550,466,550
8247,369,317,317
8248,275,470,275
8249,706,235,706
8250,565,578,565
8251,306,551,551
8252,219,679,679
8253,370,303,370
8254,349,117,349
8255,739,790,790
8256,793,91,793
8257,632,257,257
8258,544,220,544
8259,192,133,133
8260,645,416,645
8261,294,616,616
8262,578,670,670
8263,771,597,597
8264,531,22,531
8265,780,792,792
8266,654,368,368
8267,75,151,151
8268,71,11,71
8269,129,744,129
8270,116,133,133
8271,153,624,153
8272,75,701,701
8273,202,260,260
8274,535,517,535
8275,519,612,519
8276,262,597,597
8277,125,577,125
8278,412,238,412
8279,341,304,341
8280,390,418,418
8281,453,577,453
8282,318,421,421
8283,41,680,41
8284,321,551,551
8285,122,217,122
8286,561,271,271
8287,408,372,372
8288,786,135,135
8289,317,598,598
8290,255,410,410
8291,193,351,193
8292,23,442,23
8293,636,95,95
8294,40,134,134
8295,708,503,503
8296,440,387,387
8297,596,629,629
8298,389,678,678
8299,288,6,288
8300,74,600,600
8301,222,154,154
8302,380,210,380
8303,343,407,343
8304,630,257,257
8305,408,427,427
8306,357,785,785
8307,440,246,246
8308,795,397,795
8309,714,182,714
8310,651,721,721
8311,63,358,63
8312,290,81,81
8313,545,71,71
8314,545,667,545
8315,692,617,692
8316,411,56,56
8317,418,667,418
8318,632,27,27
8319,527,196,527
8320,775,266,266
8321,356,509,356
8322,168,721,721
8323,310,478,478
8324,573,31,31
8325,38,418,418
8326,221,646,646
8327,176,109,109
8328,522,104,522
8329,491,720,720
8330,191,730,730
8331,370,546,546
8332,671,70,70
8333,581,98,581
8334,116,105,116
8335,768,624,768
8336,694,275,275
8337,379,133,133
8338,67,762,67
8339,94,496,496
8340,222,333,333
8341,714,367,714
8342,342,361,361
8343,583,337,583
8344,145,469,469
8345,20,758,20
8346,533,13,533
8347,280,715,715
8348,561,341,341
8349,193,228,193
8350,639,181,181
8351,467,574,467
8352,315,124,124
8353,9,73,9
8354,54,51,51
8355,17,247,247
8356,745,699,745
8357,494,267,494
8358,585,424,424
8359,224,634,224
8360,361,370,370
8361,277,134,134
8362,691,443,443
8363,577,677,677
8364,493,623,623
8365,26,52,26
8366,278,444,444
8367,690,179,690
8368,722,91,91
8369,302,149,302
8370,728,448,448
8371,386,68,68
8372,304,395,304
8373,657,402,657
8374,385,324,385
8375,40,708,40
8376,562,311,311
8377,242,75,242
8378,37,333,333
8379,260,110,110
8380,343,186,343
8381,442,311,311
8382,709,641,709
8383,738,35,738
8384,265,651,651
8385,162,625,162
8386,397,551,551
8387,174,547,547
8388,303,65,65
8389,429,475,429
8390,60,628,628
8391,496,245,496
8392,794,748,748
8393,549,788,549
8394,628,427,427
8395,316,215,316
8396,721,200,721
8397,82,737,82
8398,436,692,692
8399,678,677,677
8400,149,461,149
8401,307,455,307
8402,437,564,437
8403,392,645,392
8404,307,473,307
8405,602,579,579
8406,47,307,307
8407,290,61,61
8408,512,40,40
8409,241,198,198
8410,503,180,503
8411,446,14,446
8412,283,507,507
8413,702,412,702
8414,751,389,389
8415,365,791,791
8416,502,539,539
8417,154,415,154
8418,779,432,432
8419,701,445,701
8420,468,511,511
8421,351,204,204
8422,273,757,273
8423,192,214,214
8424,81,159,159
8425,252,480,480
8426,257,62,62
8427,34,7,7
8428,203,252,252
8429,417,636,417
8430,558,353,558
8431,294,229,229
8432,623,10,623
8433,585,427,427
8434,166,4,166
8435,230,139,139
8436,21,25,25
8437,201,257,257
8438,240,109,240
8439,34,708,708
8440,455,521,521
8441,591,108,108
8442,545,314,314
8443,11,566,11
8444,3,282,3
8445,290,278,278
8446,10,157,157
8447,240,209,209
8448,200,505,505
8449,106,503,503
8450,596,589,589
8451,318,347,347
8452,682,171,682
8453,229,18,229
8454,25,511,25
8455,710,608,608
8456,744,477,477
8457,53,208,208
8458,47,711,711
8459,254,532,532
8460,250,611,611
8461,205,30,205
8462,596,684,684
8463,395,439,439
8464,636,595,595
8465,352,730,730
8466,226,83,83
8467,505,726,726
8468,445,734,445
8469,652,163,163
8470,124,751,751
8471,246,539,539
8472,55,103,103
8473,95,591,95
8474,235,242,242
8475,79,227,79
8476,150,635,635
8477,180,475,475
8478,775,304,304
8479,284,200,284
8480,700,617,700
8481,527,725,527
8482,680,410,410
8483,197,624,197
8484,581,777,581
8485,779,486,779
8486,103,242,103
8487,470,407,407
8488,27,88,27
8489,139,705,705
8490,218,38,38
8491,693,7,7
8492,277,52,277
8493,472,444,472
8494,317,367,367
8495,489,498,498
8496,559,214,214
8497,36,102,102
8498,483,677,677
8499,367,395,367
8500,428,225,428
8501,435,305,435
8502,405,400,405
8503,490,13,490
8504,362,390,362
8505,714,140,714
8506,578,723,723
8507,113,584,113
8508,121,525,525
8509,474,326,326
8510,36,191,36
8511,184,87,184
8512,612,193,193
8513,148,135,135
8514,163,461,163
8515,319,648,648
8516,653,25,653
8517,217,551,551
8518,269,608,608
8519,576,423,576
8520,719,581,581
8521,396,1,396
8522,344,107,344
8523,587,418,418
8524,522,433,522
8525,344,113,344
8526,361,629,629
8527,361,390,361
8528,607,256,607
8529,678,428,428
8530,50,200,200
8531,295,603,603
8532,68,717,717
8533,429,530,429
8534,4,181,181
8535,440,306,306
8536,276,29,276
8537,265,376,265
8538,718,256,718
8539,314,95,314
8540,188,793,793
8541,787,798,798
8542,764,182,764
8543,784,174,174
8544,444,716,444
8545,680,339,680
8546,542,291,542
8547,692,765,692
8548,157,539,157
8549,593,551,551
8550,589,22,22
8551,201,511,511
8552,417,374,417
8553,701,667,701
8554,741,277,741
8555,1,415,415
8556,541,595,541
8557,609,214,214
8558,733,728,728
8559,559,633,633
8560,430,351,430
8561,474,742,474
8562,537,301,301
8563,679,94,679
8564,385,323,385
8565,796,518,518
8566,539,370,539
8567,6,15,6
8568,124,690,124
8569,642,86,642
8570,639,339,339
8571,677,289,677
8572,349,597,349
8573,499,498,499
8574,228,197,228
8575,44,42,44
8576,667,192,192
8577,348,235,348
8578,735,597,735
8579,649,186,649
8580,423,283,423
8581,168,277,168
8582,75,686,686
8583,645,392,392
8584,353,139,139
8585,26,214,26
8586,683,245,245
8587,39,416,39
8588,31,790,790
8589,725,729,729
8590,745,542,745
8591,248,653,248
8592,529,524,524
8593,439,468,439
8594,482,398,398
8595,312,731,731
8596,679,727,679
8597,586,231,586
8598,691,553,553
8599,482,428,428
8600,753,472,472
8601,61,136,136
8602,380,746,380
8603,468,43,43
8604,111,675,675
8605,617,501,617
8606,87,744,744
8607,685,444,444
8608,527,227,527
8609,514,643,643
8610,611,757,611
8611,332,98,98
8612,432,768,432
8613,350,512,512
8614,129,110,110
8615,622,54,622
8616,483,718,718
8617,197,149,197
8618,610,289,610
8619,271,85,85
8620,441,304,441
8621,785,474,785
8622,365,572,572
8623,446,742,446
8624,343,308,343
8625,155,748,155
8626,130,439,130
8627,456,700,700
8628,2,594,2
8629,717,761,717
8630,40,741,40
8631,266,788,788
8632,432,216,432
8633,701,108,701
8634,15,278,278
8635,174,594,174
8636,326,280,280
8637,338,334,338
8638,148,463,463
8639,717,754,717
8640,167,229,229
8641,385,152,152
8642,30,672,30
8643,142,738,142
8644,349,659,349
8645,682,77,682
8646,574,51,574
8647,299,250,250
8648,301,365,301
8649,689,527,527
8650,599,352,352
8651,388,393,393
8652,737,150,737
8653,392,413,413
8654,733,488,488
8655,51,44,44
8656,191,125,125
8657,132,137,132
8658,262,438,438
8659,480,569,480
8660,281,49,281
8661,435,45,435
8662,81,70,81
8663,432,234,234
8664,629,273,629
8665,237,164,164
8666,739,449,739
8667,331,772,772
8668,363,555,555
8669,799,159,159
8670,160,614,614
8671,123,526,526
8672,246,13,13
8673,24,506,24
8674,327,496,496
8675,73,237,73
8676,627,286,286
8677,525,16,16
8678,321,430,430
8679,495,418,418
8680,614,169,614
8681,55,488,55
8682,623,427,427
8683,352,208,352
8684,49,686,686
8685,279,118,279
8686,676,797,797
8687,71,774,71
8688,514,296,296
8689,533,730,533
8690,662,2,2
8691,597,250,250
8692,207,314,314
8693,113,489,113
8694,265,194,265
8695,418,649,418
8696,601,614,614
8697,676,766,766
8698,309,35,309
8699,317,430,430
8700,327,513,513
8701,137,3,137
8702,217,394,394
8703,350,676,350
8704,690,334,690
8705,200,18,200
8706,680,318,680
8707,142,691,142
8708,409,771,771
8709,620,483,483
8710,498,62,498
8711,271,311,271
8712,452,543,543
8713,653,770,770
8714,284,513,513
8715,489,326,326
8716,54,794,794
8717,255,617,255
8718,521,99,521
8719,719,197,197
8720,668,346,346
8721,764,460,764
8722,323,596,596
8723,362,470,362
8724,312,358,358
8725,394,39,394
8726,152,354,152
8727,363,73,73
8728,434,626,434
8729,607,145,607
8730,496,659,659
8731,76,425,425
8732,725,440,725
8733,264,117,264
8734,522,104,522
8735,667,137,137
8736,282,708,282
8737,434,10,10
8738,517,327,327
8739,123,334,123
8740,660,589,660
8741,119,290,119
8742,430,399,430
8743,155,351,155
8744,323,102,102
8745,395,219,219
8746,36,95,95
8747,84,366,84
8748,729,441,729
8749,579,174,174
8750,612,309,612
8751,4,150,4
8752,79,298,79
8753,709,781,709
8754,61,371,61
8755,688,327,327
8756,746,50,746
8757,259,295,259
8758,205,576,205
8759,111,727,727
8760,532,340,340
8761,49,37,37
8762,22,525,22
8763,215,516,516
8764,641,126,641
8765,535,384,535
8766,775,159,159
8767,575,659,659
8768,312,503,503
8769,519,794,794
8770,397,778,397
8771,745,384,745
8772,435,535,535
8773,446,600,600
8774,216,472,472
8775,7,663,7
8776,172,204,172
8777,73,555,555
8778,760,776,760
8779,111,22,22
8780,438,687,438
8781,645,207,645
8782,477,282,477
8783,299,371,299
8784,587,656,587
8785,537,680,680
8786,99,334,99
8787,650,271,271
8788,319,113,319
8789,260,640,260
8790,753,650,650
8791,776,561,776
8792,585,447,447
8793,179,584,584
8794,531,254,254
8795,357,169,169
8796,101,596,101
8797,725,567,725
8798,403,317,317
8799,50,309,309
8800,35,429,429
8801,351,309,309
8802,189,543,543
8803,438,696,438
8804,305,215,305
8805,50,134,134
8806,660,196,660
8807,538,413,538
8808,292,245,245
8809,463,386,463
8810,436,646,646
8811,465,260,465
8812,544,16,544
8813,217,376,376
8814,218,285,285
8815,83,452,452
8816,412,677,677
8817,393,149,393
8818,501,368,368
8819,512,477,477
8820,425,402,425
8821,122,50,122
8822,617,499,499
8823,760,358,358
8824,291,270,270
8825,83,694,83
8826,544,84,544
8827,620,428,428
8828,767,771,771
8829,769,496,769
8830,788,599,788
8831,13,463,13
8832,660,101,660
8833,635,407,635
8834,435,771,771
8835,272,733,272
8836,76,441,441
8837,793,772,772
8838,453,107,453
8839,429,375,429
8840,455,302,455
8841,382,240,240
8842,55,320,55
8843,538,116,538
8844,34,47,34
8845,382,246,382
8846,695,113,695
8847,39,367,367
8848,632,186,186
8849,772,226,772
8850,86,502,502
8851,716,664,716
8852,143,524,524
8853,563,455,563
8854,563,190,563
8855,206,174,206
8856,750,542,542
8857,293,371,371
8858,798,341,341
8859,512,351,351
8860,438,358,438
8861,323,574,574
8862,55,240,240
8863,487,681,681
8864,465,89,465
8865,583,559,583
8866,517,475,475
8867,71,63,71
8868,278,540,540
8869,708,438,438
8870,218,88,218
8871,473,626,626
8872,724,617,724
8873,392,65,65
8874,320,661,320
8875,210,160,160
8876,468,678,468
8877,585,85,585
8878,682,226,682
8879,741,194,741
8880,688,202,202
8881,262,245,245
8882,35,212,212
8883,746,584,746
8884,220,315,315
8885,387,224,387
8886,270,276,276
8887,207,354,354
8888,366,44,44
8889,559,380,380
8890,592,593,592
8891,758,754,758
8892,585,483,585
8893,393,772,772
8894,301,735,301
8895,375,299,299
8896,314,100,100
8897,646,377,646
8898,570,439,570
8899,412,450,450
8900,11,790,11
8901,131,214,131
8902,639,396,396
8903,738,307,307
8904,794,50,794
8905,325,114,325
8906,18,640,18
8907,729,717,717
8908,730,571,571
8909,580,204,204
8910,272,502,272
8911,202,13,13
8912,135,137,135
8913,571,310,571
8914,709,355,709
8915,181,460,181
8916,381,499,499
8917,720,560,560
8918,334,370,370
8919,685,25,25
8920,387,127,127
8921,513,274,513
8922,532,485,532
8923,136,591,136
8924,343,340,340
8925,44,5,44
8926,100,125,125
8927,357,748,748
8928,610,725,610
8929,783,740,740
8930,35,280,280
8931,1,75,75
8932,394,220,394
8933,474,686,474
8934,373,71,71
8935,343,159,159
8936,113,516,516
8937,38,245,245
8938,608,174,608
8939,662,448,448
8940,265,228,228
8941,767,165,165
8942,211,785,785
8943,585,423,423
8944,255,103,103
8945,423,478,478
8946,372,463,463
8947,130,644,130
8948,260,729,260
8949,52,792,792
8950,101,546,101
8951,632,486,632
8952,18,336,336
8953,27,430,430
8954,709,118,709
8955,228,93,93
8956,229,539,539
8957,484,671,484
8958,765,463,463
8959,204,24,24
8960,783,557,557
8961,156,13,13
8962,566,14,566
8963,462,199,462
8964,445,18,18
8965,637,30,30
8966,472,583,583
8967,252,493,493
8968,597,680,597
8969,290,418,418
8970,402,565,565
8971,84,278,84
8972,794,31,794
8973,710,77,710
8974,615,182,615
8975,743,514,514
8976,791,89,791
8977,4,609,4
8978,400,340,340
8979,666,579,666
8980,263,705,263
8981,387,775,387
8982,110,330,110
8983,360,607,360
8984,418,179,418
8985,239,526,526
8986,490,391,490
8987,360,88,88
8988,706,2,706
8989,536,664,536
8990,525,263,263
8991,191,81,191
8992,525,670,525
8993,132,497,132
8994,443,733,443
8995,694,400,694
8996,741,651,651
8997,670,319,319
8998,480,431,431
8999,709,383,709
9000,617,363,617
9001,779,467,467
9002,499,391,499
9003,382,436,382
9004,452,762,452
9005,717,435,717
9006,399,492,492
9007,134,784,134
9008,786,288,288
9009,520,317,520
9010,691,374,691
9011,494,477,477
9012,403,650,650
9013,401,179,179
9014,235,344,344
9015,132,523,132
9016,428,713,428
9017,496,768,768
9018,7,118,7
9019,638,219,219
9020,212,694,212
9021,155,171,155
9022,773,204,773
9023,23,711,23
9024,484,394,394
9025,519,740,519
9026,138,688,138
9027,512,800,800
9028,475,162,475
9029,502,734,502
9030,700,690,700
9031,424,728,424
9032,60,180,180
9033,444,288,288
9034,19,438,438
9035,261,394,394
9036,491,704,704
9037,486,272,272
9038,313,309,313
9039,390,568,568
9040,28,521,28
9041,414,472,472
9042,222,758,758
9043,774,693,693
9044,502,672,502
9045,208,100,208
9046,753,588,588
9047,586,437,586
9048,224,791,224
9049,160,152,152
9050,267,296,296
9051,211,440,440
9052,41,44,44
9053,653,232,232
9054,136,798,798
9055,473,695,473
9056,749,211,211
9057,548,465,465
9058,683,174,174
9059,674,246,674
9060,332,305,305
9061,546,389,546
9062,474,741,474
9063,496,35,496
9064,358,644,358
9065,268,288,288
9066,248,506,248
9067,198,498,498
9068,268,441,268
9069,341,10,341
9070,10,562,562
9071,118,114,114
9072,571,431,431
9073,19,741,19
9074,133,347,133
9075,558,170,170
9076,374,80,80
9077,431,61,431
9078,403,372,372
9079,280,83,280
9080,636,376,376
9081,569,585,585
9082,215,718,718
9083,197,481,481
9084,441,362,362
9085,493,520,520
9086,726,773,773
9087,11,465,465
9088,488,752,752
9089,495,237,495
9090,640,346,346
9091,208,644,644
9092,290,455,455
9093,393,777,777
9094,439,510,510
9095,241,254,254
9096,349,796,349
9097,695,584,695
9098,137,698,137
9099,528,119,528
9100,487,420,420
9101,393,294,393
9102,444,651,444
9103,142,641,142
9104,705,358,705
9105,317,245,245
9106,10,301,301
9107,10,17,17
9108,709,182,709
9109,523,759,523
9110,276,375,276
9111,291,185,185
9112,76,447,76
9113,54,532,532
9114,642,366,366
9115,531,20,20
9116,323,73,73
9117,587,211,587
9118,798,378,798
9119,670,697,697
9120,666,259,259
9121,666,131,666
9122,3,762,3
9123,269,762,269
9124,173,703,703
9125,707,304,707
9126,725,357,725
9127,698,3,3
9128,598,256,598
9129,431,693,431
9130,449,170,170
9131,536,629,629
9132,226,314,314
9133,764,766,766
9134,499,396,499
9135,548,187,548
9136,98,523,523
9137,291,247,247
9138,128,601,128
9139,646,202,646
9140,255,582,582
9141,170,507,507
9142,717,679,679
9143,720,425,425
9144,423,675,423
9145,208,235,235
9146,55,530,55
9147,659,522,522
9148,529,367,367
9149,65,728,65
9150,738,579,579
9151,554,10,554
9152,718,583,583
9153,557,737,557
9154,254,537,537
9155,666,625,666
9156,345,745,745
9157,622,40,40
9158,164,237,164
9159,382,490,490
9160,709,318,709
9161,233,345,233
9162,242,106,106
9163,464,551,551
9164,298,124,124
9165,502,131,131
9166,719,658,658
9167,493,568,493
9168,389,598,598
9169,452,245,245
9170,9,553,553
9171,379,410,410
9172,440,188,440
9173,555,399,555
9174,794,703,703
9175,52,727,727
9176,730,672,730
9177,793,111,793
9178,574,70,70
9179,334,527,527
9180,519,199,519
9181,598,39,598
9182,588,95,588
9183,673,615,673
9184,218,288,288
9185,788,347,347
9186,494,15,494
9187,477,754,477
9188,425,241,425
9189,240,532,532
9190,532,779,532
9191,219,352,219
9192,476,104,476
9193,38,566,566
9194,533,299,533
9195,122,571,571
9196,181,458,181
9197,384,194,384
9198,278,635,635
9199,74,417,417
9200,752,634,634
9201,694,309,694
9202,364,167,364
9203,134,70,70
9204,265,181,181
9205,474,337,474
9206,638,152,638
9207,170,477,477
9208,163,456,163
9209,420,394,394
9210,591,641,591
9211,180,79,79
9212,424,92,424
9213,164,105,164
9214,698,334,698
9215,186,395,186
9216,96,547,547
9217,439,412,412
9218,778,373,778
9219,368,101,101
9220,217,661,217
9221,470,136,136
9222,258,401,401
9223,17,628,628
9224,709,789,709
9225,354,694,354
9226,11,449,11
9227,746,765,765
9228,768,179,768
9229,408,337,337
9230,394,207,394
9231,559,729,729
9232,456,382,456
9233,715,500,715
9234,157,99,157
9235,332,746,746
9236,783,518,518
9237,225,451,451
9238,467,572,467
9239,629,316,316
9240,733,543,543
9241,141,663,663
9242,323,365,365
9243,372,735,735
9244,105,596,596
9245,582,530,582
9246,354,174,174
9247,92,86,92
9248,541,36,541
9249,341,60,341
9250,342,204,342
9251,651,524,651
9252,763,613,613
9253,63,297,63
9254,742,369,742
9255,677,612,677
9256,186,481,481
9257,622,162,162
9258,689,205,205
9259,497,684,684
9260,463,140,140
9261,325,10,325
9262,616,680,616
9263,77,377,377
9264,652,455,455
9265,402,225,402
9266,226,372,372
9267,554,732,732
9268,391,372,372
9269,440,640,440
9270,572,355,355
9271,471,258,471
9272,238,310,310
9273,738,610,610
9274,449,391,391
9275,441,112,441
9276,613,718,718
9277,734,186,186
9278,797,20,20
9279,671,263,263
9280,606,770,606
9281,719,667,719
9282,600,662,600
9283,333,569,569
9284,579,212,212
9285,310,100,100
9286,656,25,25
9287,169,627,169
9288,455,71,455
9289,676,724,724
9290,87,365,365
9291,253,108,108
9292,185,461,185
9293,93,355,93
9294,698,460,698
9295,267,239,267
9296,781,179,179
9297,680,770,770
9298,277,789,277
9299,563,632,563
9300,710,770,710
9301,584,358,358
9302,132,224,224
9303,350,326,350
9304,13,431,431
9305,73,222,222
9306,271,411,271
9307,192,482,192
9308,778,120,778
9309,656,434,656
9310,51,99,99
9311,645,348,348
9312,557,213,557
9313,666,776,776
9314,734,562,562
9315,771,323,771
9316,674,331,674
9317,417,598,598
9318,561,99,99
9319,148,184,184
9320,132,232,132
9321,293,773,773
9322,444,381,444
9323,129,373,129
9324,582,751,751
9325,42,268,268
9326,530,525,525
9327,104,495,495
9328,92,768,92
9329,383,488,383
9330,735,255,735
9331,363,293,293
9332,573,697,697
9333,26,773,773
9334,339,510,339
9335,461,680,461
9336,51,607,51
9337,171,584,584
9338,382,394,394
9339,433,443,443
9340,176,28,28
9341,537,664,537
9342,489,187,187
9343,679,416,679
9344,514,605,514
9345,622,138,138
9346,334,568,568
9347,520,786,786
9348,439,679,679
9349,458,666,666
9350,386,515,515
9351,609,478,478
9352,697,583,583
9353,495,471,495
9354,354,470,354
9355,140,428,428
9356,9,321,9
